2;0;3166.00;11.40;844.00;0.00;0.44
3;0;3988.00;10.40;1094.00;0.00;0.40
4;0;3168.00;9.50;1858.00;0.00;0.88
5;0;2891.00;9.50;1626.00;0.00;0.84
6;0;3954.00;10.20;1095.00;0.00;0.40
7;0;4316.00;14.12;1102.00;0.00;0.44
8;0;3308.00;11.37;1676.00;0.00;0.36
9;0;1960.00;9.50;228.00;0.00;1.44
10;0;2999.00;12.12;1768.00;0.00;0.28
11;0;3081.00;11.55;1869.00;0.00;0.60
12;0;3511.00;9.80;1677.00;0.00;0.44
13;0;1361.00;9.50;303.00;0.00;1.36
14;0;2963.00;9.87;1723.00;0.00;0.28
15;0;3974.00;10.42;1101.00;0.00;0.32
16;0;5263.00;9.50;1552.00;0.00;1.20
17;0;3075.00;9.75;1567.00;0.00;0.24
18;0;3371.00;9.97;1803.00;0.00;0.48
19;0;3881.00;9.50;651.00;0.00;1.12
20;0;3132.00;9.50;1203.00;0.00;0.72
21;0;2949.00;9.50;1816.00;0.00;0.44
22;0;3166.00;9.50;2005.00;0.00;0.36
23;0;3501.00;9.80;1711.00;0.00;0.32
24;0;5231.00;9.50;500.00;0.00;1.00
25;0;5348.00;9.50;1275.00;0.00;1.20
26;0;4261.00;16.00;1104.00;0.00;0.40
27;0;2955.00;13.20;1754.00;0.00;0.36
28;0;4782.00;9.50;474.00;0.00;0.92
29;0;4179.00;9.50;636.00;0.00;0.80
30;0;3219.00;10.42;1876.00;0.00;0.20
31;0;3613.00;10.35;1708.00;0.00;0.40
32;0;3158.00;9.70;1767.00;0.00;0.24
33;0;4465.00;9.50;357.00;0.00;1.04
34;0;3944.00;9.50;785.00;0.00;1.04
35;0;3062.00;9.70;1730.00;0.00;0.28
36;0;4304.00;12.50;1110.00;0.00;0.32
37;0;3250.00;10.15;1780.00;0.00;0.32
38;0;4017.00;10.10;1116.00;0.00;0.28
39;0;3358.00;10.50;1703.00;0.00;0.36
40;0;3988.00;10.52;1116.00;0.00;0.36
41;0;2231.00;9.50;119.00;0.00;0.88
42;0;2439.00;9.50;303.00;0.00;1.28
43;0;2414.00;9.50;968.00;0.00;1.12
44;0;4296.00;15.75;1121.00;0.00;0.40
45;0;3971.00;10.00;1125.00;0.00;0.40
46;0;3051.00;11.02;1814.00;0.00;0.32
47;0;2343.00;9.50;1535.00;0.00;1.12
48;0;1472.00;9.50;2017.00;0.00;1.12
49;0;3058.00;10.92;1761.00;0.00;0.32
50;0;1105.00;9.50;69.00;0.00;1.28
51;0;24.00;9.50;419.00;0.00;1.08
52;0;3261.00;10.20;1770.00;0.00;0.36
53;0;2896.00;9.70;1706.00;0.00;0.24
54;0;9.00;9.50;1261.00;0.00;0.48
55;0;306.00;9.50;1591.00;0.00;1.44
56;0;396.00;9.50;682.00;0.00;1.00
57;0;1208.00;15.17;1261.00;0.00;0.60
58;0;3078.00;12.80;1909.00;0.00;0.64
59;0;1399.00;9.50;615.00;0.00;1.44
60;0;1143.00;16.72;1294.00;0.00;0.60
61;0;3163.00;10.92;1927.00;0.00;0.56
62;0;3445.00;10.32;1697.00;0.00;0.24
63;0;3171.00;9.80;1808.00;0.00;0.36
64;0;3268.00;9.70;1996.00;0.00;0.24
65;0;2909.00;12.52;1735.00;0.00;0.36
66;0;3173.00;9.75;1828.00;0.00;0.24
67;0;3204.00;9.65;1761.00;0.00;0.36
68;0;2879.00;9.70;1566.00;0.00;0.20
69;0;2994.00;10.47;1709.00;0.00;0.36
70;0;3463.00;10.77;860.00;0.00;0.56
71;0;3303.00;10.00;1705.00;0.00;0.36
72;0;3433.00;10.60;1761.00;0.00;0.36
73;0;3509.00;9.80;1697.00;0.00;0.24
